disease,drug
Chronic Myelogenous Leukemia,cyclophosphamide
Chronic Myelogenous Leukemia,bosutinib
Chronic Myelogenous Leukemia,ponatinib
Chronic Myelogenous Leukemia,busulfan
Chronic Myelogenous Leukemia,cytarabine
Chronic Myelogenous Leukemia,fludarabine
Chronic Myelogenous Leukemia,omacetaxine
Chronic Myelogenous Leukemia,peginterferon alfa-2b
Chronic Myofascial Pain,cyclobenzaprine
Chronic Myofascial Pain,amitriptyline
Chronic Myofascial Pain,clonazepam
Chronic Myofascial Pain,ibuprofen
Chronic Myofascial Pain,naproxen
CMV Gastroenteritis,foscarnet
CMV Gastroenteritis,foscarnet
CMV Infection,ganciclovir
CMV Retinitis,ganciclovir
CMV Retinitis,ganciclovir
CMV Infection,ganciclovir
CNS Infection,cefotaxime
CNS Infection,cefotaxime
Bleeding Disorder,tranexamic acid
Bleeding Disorder,goserelin
Bleeding Disorder,"dextran, high molecular weight"
Bursitis,naproxen
Bursitis,prednisone
Bursitis,indomethacin
Bursitis,dexamethasone
Bursitis,cortisone
Bursitis,triamcinolone
Bursitis,betamethasone
Bursitis,trolamine salicylate
Bursitis,sulindac
Coccidioidomycosis,fluconazole
Coccidioidomycosis,itraconazole
Coccidioidomycosis,ketoconazole
Coccidioidomycosis,amphotericin b
Coccidioidomycosis,amphotericin b lipid complex
Coccidioidomycosis,fluconazole
Coccidioidomycosis,itraconazole
Coccidioidomycosis,ketoconazole
Coccidioidomycosis,amphotericin b
Coccidioidomycosis,amphotericin b lipid complex
Coccidioidomycosis,fluconazole
Coccidioidomycosis,itraconazole
Coccidioidomycosis,ketoconazole
Coccidioidomycosis,amphotericin b
Coccidioidomycosis,amphotericin b lipid complex
Coccidioidomycosis,fluconazole
Coccidioidomycosis,itraconazole
Coccidioidomycosis,ketoconazole
Coccidioidomycosis,amphotericin b
Coccidioidomycosis,amphotericin b lipid complex
Cold Symptoms,diphenhydramine
Cold Symptoms,chlorpheniramine
Cold Symptoms,acetaminophen AND chlorpheniramine AND phenylephrine
Cold Symptoms,pseudoephedrine AND triprolidine
Cold Sores ,acyclovir
Cold Sores ,acyclovir
Cold Symptoms,diphenhydramine
Cold Symptoms,chlorpheniramine
Cold Symptoms,acetaminophen AND chlorpheniramine AND phenylephrine
Cold Symptoms,pseudoephedrine AND triprolidine
Gas,simethicone
Gas,aluminum hydroxide AND magnesium hydroxide AND simethicone
Noninfectious Colitis,dicyclomine
Noninfectious Colitis,belladonna
Pseudomembranous Colitis,metronidazole
Pseudomembranous Colitis,vancomycin
Colorectal Cancer,oxaliplatin
Colorectal Cancer,fluorouracil
Colorectal Cancer,leucovorin
Colorectal Cancer,capecitabine
Colorectal Cancer,irinotecan
Colorectal Cancer,bevacizumab
Colorectal Cancer,cetuximab
Colorectal Cancer,methotrexate
Colorectal Cancer,panitumumab
Colorectal Cancer,regorafenib
Colorectal Cancer,oxaliplatin
Colorectal Cancer,fluorouracil
Colorectal Cancer,leucovorin
Colorectal Cancer,capecitabine
Colorectal Cancer,irinotecan
Colorectal Cancer,bevacizumab
Colorectal Cancer,cetuximab
Colorectal Cancer,methotrexate
Colorectal Cancer,panitumumab
Colorectal Cancer,regorafenib
Colorectal Cancer,oxaliplatin
Colorectal Cancer,fluorouracil
Colorectal Cancer,leucovorin
Colorectal Cancer,capecitabine
Colorectal Cancer,irinotecan
Colorectal Cancer,bevacizumab
Colorectal Cancer,cetuximab
Colorectal Cancer,methotrexate
Colorectal Cancer,panitumumab
Colorectal Cancer,regorafenib
Colorectal Cancer,oxaliplatin
Colorectal Cancer,fluorouracil
Colorectal Cancer,leucovorin
Colorectal Cancer,capecitabine
Colorectal Cancer,irinotecan
Colorectal Cancer,bevacizumab
Colorectal Cancer,cetuximab
Colorectal Cancer,methotrexate
Colorectal Cancer,panitumumab
Colorectal Cancer,regorafenib
Closure of Colostomy,fibrin sealant
Closure of Colostomy,fibrin sealant
Cold Symptoms,diphenhydramine
Cold Symptoms,chlorpheniramine
Cold Symptoms,acetaminophen AND chlorpheniramine AND phenylephrine
Cold Symptoms,pseudoephedrine AND triprolidine
Ichthyosis,ammonium lactate
Warts,salicylic acid
Warts,fluorouracil
Warts,silver nitrate
Warts,cantharidin
Methicillin-Resistant Staphylococcus Aureus Infection,vancomycin
Methicillin-Resistant Staphylococcus Aureus Infection,linezolid
Methicillin-Resistant Staphylococcus Aureus Infection,daptomycin
Methicillin-Resistant Staphylococcus Aureus Infection,ofloxacin
Methicillin-Resistant Staphylococcus Aureus Infection,dalfopristin AND quinupristin
Pneumonia,levofloxacin
Pneumonia,clarithromycin
Pneumonia,ceftriaxone
Pneumonia,azithromycin
Pneumonia,doxycycline
Pneumonia,amoxicillin
Pneumonia,ciprofloxacin
Pneumonia,clindamycin
Pneumonia,cefdinir
Pneumonia,amoxicillin AND clavulanate
Pneumonia,sulfamethoxazole AND trimethoprim
Pneumonia,cefotaxime
Pneumonia,metronidazole
Pneumonia,moxifloxacin
Pneumonia,cefuroxime
Seizures ,levetiracetam
Seizures ,phenobarbital
Seizures ,phenytoin
Seizures ,diazepam
Seizures ,oxcarbazepine
Seizures ,zonisamide
Seizures ,topiramate
Seizures ,valproic acid
Seizures ,primidone
Post Traumatic Stress Disorder,prazosin
Post Traumatic Stress Disorder,sertraline
Post Traumatic Stress Disorder,lamotrigine
Post Traumatic Stress Disorder,mirtazapine
Post Traumatic Stress Disorder,quetiapine
Post Traumatic Stress Disorder,amitriptyline
Post Traumatic Stress Disorder,paroxetine
Post Traumatic Stress Disorder,venlafaxine
Post Traumatic Stress Disorder,risperidone
Post Traumatic Stress Disorder,desvenlafaxine
Post Traumatic Stress Disorder,aripiprazole
Post Traumatic Stress Disorder,dronabinol
Post Traumatic Stress Disorder,asenapine
Post Traumatic Stress Disorder,fluvoxamine
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Migraine,sumatriptan
Migraine,rizatriptan
Migraine,gabapentin
Migraine,aspirin AND butalbital AND caffeine
Migraine,cyclobenzaprine
Migraine,diclofenac
Migraine,naratriptan
Migraine,almotriptan
Migraine,zolmitriptan
Migraine,eletriptan
Skin and Structure Infection,mupirocin
Skin and Structure Infection,amoxicillin AND clavulanate
Skin and Structure Infection,azithromycin
Skin and Structure Infection,gentamicin
Skin and Structure Infection,ciprofloxacin
Skin and Structure Infection,minocycline
Skin and Structure Infection,cefdinir
Skin and Structure Infection,cefuroxime
Skin and Structure Infection,clarithromycin
Skin and Structure Infection,linezolid
Skin and Structure Infection,cefadroxil
Skin and Structure Infection,meropenem
Skin and Structure Infection,ceftriaxone
Condylomata Acuminata,imiquimod
Condylomata Acuminata,podofilox
Condylomata Acuminata,sinecatechins
Condylomata Acuminata,interferon alfa-2b
Condylomata Acuminata,interferon alfa-n3
Condylomata Acuminata,imiquimod
Condylomata Acuminata,podofilox
Condylomata Acuminata,sinecatechins
Condylomata Acuminata,interferon alfa-2b
Condylomata Acuminata,interferon alfa-n3
CMV Infection,ganciclovir
Herpes Simplex - Congenital,acyclovir
Nephrotic Syndrome,prednisone
Nephrotic Syndrome,mycophenolate mofetil
Nephrotic Syndrome,prednisolone
Nephrotic Syndrome,cyclophosphamide
Nephrotic Syndrome,cyclosporine
Nephrotic Syndrome,triamcinolone
Nephrotic Syndrome,hydrochlorothiazide AND spironolactone
Nephrotic Syndrome,azathioprine
Nephrotic Syndrome,cortisone
Nephrotic Syndrome,tacrolimus
Heart Failure ,furosemide
Heart Failure ,carvedilol
Heart Failure ,spironolactone
Heart Failure ,lisinopril
Heart Failure ,digoxin
Heart Failure ,metoprolol
Heart Failure ,isosorbide mononitrate
Heart Failure ,amlodipine
Heart Failure ,warfarin
Heart Failure ,hydralazine
Conjunctival Mucosa-Associated Lymphoid Tissue Lymphoma,interferon alfa-2b
Allergic Conjunctivitis,ketotifen
Allergic Conjunctivitis,azelastine
Allergic Conjunctivitis,cromolyn
Allergic Conjunctivitis,prednisone
Allergic Conjunctivitis,prednisolone
Allergic Conjunctivitis,epinastine
Allergic Conjunctivitis,nedocromil
Allergic Conjunctivitis,bepotastine
Allergic Conjunctivitis,cetirizine
Allergic Conjunctivitis,alcaftadine
Allergic Conjunctivitis,carbinoxamine
Allergic Conjunctivitis,doxylamine
Allergic Conjunctivitis,ketotifen
Allergic Conjunctivitis,azelastine
Allergic Conjunctivitis,cromolyn
Allergic Conjunctivitis,prednisone
Allergic Conjunctivitis,prednisolone
Allergic Conjunctivitis,epinastine
Allergic Conjunctivitis,nedocromil
Allergic Conjunctivitis,bepotastine
Allergic Conjunctivitis,cetirizine
Allergic Conjunctivitis,alcaftadine
Allergic Conjunctivitis,carbinoxamine
Allergic Conjunctivitis,doxylamine
Bacterial Conjunctivitis,erythromycin
Bacterial Conjunctivitis,tobramycin
Bacterial Conjunctivitis,ciprofloxacin
Bacterial Conjunctivitis,gentamicin
Bacterial Conjunctivitis,polymyxin b AND trimethoprim
Bacterial Conjunctivitis,ofloxacin
Bacterial Conjunctivitis,moxifloxacin
Bacterial Conjunctivitis,dexamethasone AND tobramycin
Bacterial Conjunctivitis,azithromycin
Bacterial Conjunctivitis,bacitracin
Bacterial Conjunctivitis,dexamethasone AND neomycin AND polymyxin b
Constipation,docusate
Constipation,polyethylene glycol 3350
Constipation,bisacodyl
Constipation,magnesium oxide
Constipation,magnesium citrate
Constipation,psyllium
Constipation,linaclotide
Constipation,magnesium hydroxide
Chronic Idiopathic Constipation,plecanatide
Chronic Idiopathic Constipation,prucalopride
Opioid-Induced Constipation,naloxegol
Opioid-Induced Constipation,lubiprostone
Opioid-Induced Constipation,methylnaltrexone
Opioid-Induced Constipation,naldemedine
Bleeding Disorder,tranexamic acid
Bleeding Disorder,goserelin
Bleeding Disorder,"dextran, high molecular weight"
Atopic Dermatitis,triamcinolone
Atopic Dermatitis,clobetasol
Atopic Dermatitis,betamethasone
Atopic Dermatitis,fluocinonide
Atopic Dermatitis,hydrocortisone
Atopic Dermatitis,tacrolimus
Atopic Dermatitis,prednisone
Atopic Dermatitis,mometasone
Atopic Dermatitis,desonide
Atopic Dermatitis,fluocinolone
Atopic Dermatitis,desoximetasone
Atopic Dermatitis,fluticasone
Atopic Dermatitis,methylprednisolone
Atopic Dermatitis,dexamethasone
Atopic Dermatitis,azathioprine
Induced Hypotension,nitroprusside
Neurosis,nortriptyline
Seizures ,levetiracetam
Seizures ,phenobarbital
Seizures ,phenytoin
Seizures ,diazepam
Seizures ,oxcarbazepine
Seizures ,zonisamide
Seizures ,topiramate
Seizures ,valproic acid
Seizures ,primidone
Thalassemia,hydroxyurea
Thalassemia,deferasirox
Thalassemia,deferiprone
COPD,prednisone
COPD,montelukast
COPD,budesonide AND formoterol
COPD,fluticasone AND vilanterol
COPD,aclidinium
COPD,levalbuterol
COPD,roflumilast
COPD,umeclidinium AND vilanterol
COPD,olodaterol AND tiotropium
COPD,dyphylline
COPD,fluticasone AND umeclidinium AND vilanterol
COPD,olodaterol
COPD,umeclidinium
Coronary Artery Disease,lisinopril
Coronary Artery Disease,amlodipine
Coronary Artery Disease,perindopril
Coronary Artery Disease,amlodipine AND atorvastatin
Coronary Artery Disease,isoxsuprine
Coronary Artery Disease,rivaroxaban
Coronary Artery Disease,lisinopril
Coronary Artery Disease,amlodipine
Coronary Artery Disease,perindopril
Coronary Artery Disease,amlodipine AND atorvastatin
Coronary Artery Disease,isoxsuprine
Coronary Artery Disease,rivaroxaban
Cold Symptoms,diphenhydramine
Cold Symptoms,chlorpheniramine
Cold Symptoms,acetaminophen AND chlorpheniramine AND phenylephrine
Cold Symptoms,pseudoephedrine AND triprolidine
Cough,benzonatate
Cough,guaifenesin
Cough,codeine AND guaifenesin
Cough,dextromethorphan
Cough,codeine AND promethazine
Cough,diphenhydramine
Cough,homatropine AND hydrocodone
Cough,dextromethorphan AND guaifenesin
Cough,chlorpheniramine AND hydrocodone
Cough,acetaminophen AND hydrocodone
Cough,dextromethorphan AND promethazine
Cough,benzonatate
Cough,guaifenesin
Cough,codeine AND guaifenesin
Cough,dextromethorphan
Cough,codeine AND promethazine
Cough,diphenhydramine
Cough,homatropine AND hydrocodone
Cough,dextromethorphan AND guaifenesin
Cough,chlorpheniramine AND hydrocodone
Cough,acetaminophen AND hydrocodone
Cough,dextromethorphan AND promethazine
Prostatitis,ciprofloxacin
Prostatitis,doxycycline
Prostatitis,oxybutynin
Prostatitis,levofloxacin
Prostatitis,sulfamethoxazole AND trimethoprim
Prostatitis,cephalexin
Prostatitis,moxifloxacin
Prostatitis,ofloxacin
Prostatitis,ciprofloxacin
Prostatitis,doxycycline
Prostatitis,oxybutynin
Prostatitis,levofloxacin
Prostatitis,sulfamethoxazole AND trimethoprim
Prostatitis,cephalexin
Prostatitis,moxifloxacin
Prostatitis,ofloxacin
Lice,permethrin
Lice,lindane
Lice,piperonyl butoxide AND pyrethrins
Lice,spinosad
Cutaneous Larva Migrans,ivermectin
Cutaneous Larva Migrans,albendazole
Glomerulonephritis,azathioprine
Glomerulonephritis,penicillin g benzathine
Scleroderma,methotrexate
Scleroderma,prednisone
Scleroderma,cyclophosphamide
Renal Failure,furosemide
Renal Failure,torsemide
Renal Failure,ethacrynic acid
Hyperbilirubinemia,phenobarbital
Reflex Sympathetic Dystrophy Syndrome,gabapentin
Reflex Sympathetic Dystrophy Syndrome,trazodone
Reflex Sympathetic Dystrophy Syndrome,amitriptyline
Reflex Sympathetic Dystrophy Syndrome,nortriptyline
Reflex Sympathetic Dystrophy Syndrome,milnacipran
Reflex Sympathetic Dystrophy Syndrome,pregabalin
Reflex Sympathetic Dystrophy Syndrome,doxepin
Reflex Sympathetic Dystrophy Syndrome,carbamazepine
Cryptosporidiosis,nitazoxanide
Cryptosporidiosis,paromomycin
Cryptosporidiosis,nitazoxanide
Cryptosporidiosis,paromomycin
Cryptosporidiosis,nitazoxanide
Cryptosporidiosis,paromomycin
Bartonellosis,rifampin
Bartonellosis,doxycycline
Bartonellosis,azithromycin
Bartonellosis,minocycline
Bartonellosis,erythromycin
Skin and Structure Infection,mupirocin
Skin and Structure Infection,amoxicillin AND clavulanate
Skin and Structure Infection,azithromycin
Skin and Structure Infection,gentamicin
Skin and Structure Infection,ciprofloxacin
Skin and Structure Infection,minocycline
Skin and Structure Infection,cefdinir
Skin and Structure Infection,cefuroxime
Skin and Structure Infection,clarithromycin
Skin and Structure Infection,linezolid
Skin and Structure Infection,cefadroxil
Skin and Structure Infection,meropenem
Skin and Structure Infection,ceftriaxone
Cutaneous T-cell Lymphoma,romidepsin
Cutaneous T-cell Lymphoma,clobetasol
Cutaneous T-cell Lymphoma,vorinostat
Cutaneous T-cell Lymphoma,bexarotene
Cutaneous T-cell Lymphoma,methoxsalen
Cutaneous T-cell Lymphoma,interferon gamma-1b
Cutaneous T-cell Lymphoma,bexarotene
Cushing's Syndrome,dexamethasone
Cushing's Syndrome,cyproheptadine
Cushing's Syndrome,mifepristone
Cushing's Syndrome,corticorelin
Cushing's Syndrome,pasireotide
Cushing's Syndrome,dexamethasone
Cushing's Syndrome,cyproheptadine
Cushing's Syndrome,mifepristone
Cushing's Syndrome,corticorelin
Cushing's Syndrome,pasireotide
Cushing's Syndrome,dexamethasone
Cushing's Syndrome,cyproheptadine
Cushing's Syndrome,mifepristone
Cushing's Syndrome,corticorelin
Cushing's Syndrome,pasireotide
Anthrax,ciprofloxacin
Anthrax,levofloxacin
Anthrax,doxycycline
Anthrax,moxifloxacin
Anthrax,penicillin g potassium
Anthrax,chloramphenicol
Anthrax,ofloxacin
Anthrax,anthrax immune globulin intravenous
Merkel Cell Carcinoma,avelumab
Merkel Cell Carcinoma,pembrolizumab
Cutaneous Candidiasis,nystatin
Cutaneous Candidiasis,nystatin AND triamcinolone
Cutaneous Candidiasis,clotrimazole
Cutaneous Candidiasis,ketoconazole
Cutaneous Candidiasis,miconazole
Cutaneous Candidiasis,terbinafine
Cutaneous Candidiasis,ciclopirox
Cutaneous Candidiasis,econazole
Cutaneous Larva Migrans,ivermectin
Cutaneous Larva Migrans,albendazole
Cutaneous T-cell Lymphoma,romidepsin
Cutaneous T-cell Lymphoma,clobetasol
Cutaneous T-cell Lymphoma,vorinostat
Cutaneous T-cell Lymphoma,bexarotene
Cutaneous T-cell Lymphoma,methoxsalen
Cutaneous T-cell Lymphoma,interferon gamma-1b
Cutaneous T-cell Lymphoma,bexarotene
Ischemic Stroke,clopidogrel
Ischemic Stroke,aspirin
Ischemic Stroke,alteplase
Ischemic Stroke,nimodipine
Acne,doxycycline
Acne,spironolactone
Acne,minocycline
Acne,clindamycin
Acne,tretinoin
Acne,isotretinoin
Acne,benzoyl peroxide
Acne,adapalene
Acne,tetracycline
Acne,cephalexin
Acne,sulfamethoxazole AND trimethoprim
Bladder Infection,ciprofloxacin
Bladder Infection,nitrofurantoin
Bladder Infection,cephalexin
Bladder Infection,amoxicillin
Bladder Infection,levofloxacin
Bladder Infection,trimethoprim
Bladder Infection,cefuroxime
Bladder Infection,methenamine
Bladder Infection,cefpodoxime
Bladder Infection,fosfomycin
Urinary Tract Infection,ciprofloxacin
Urinary Tract Infection,nitrofurantoin
Urinary Tract Infection,sulfamethoxazole AND trimethoprim
Urinary Tract Infection,amoxicillin
Urinary Tract Infection,doxycycline
Urinary Tract Infection,levofloxacin
Urinary Tract Infection,ceftriaxone
Urinary Tract Infection,amoxicillin AND clavulanate
Urinary Tract Infection,cefuroxime
Urinary Tract Infection,trimethoprim
Urinary Tract Infection,methenamine
Urinary Tract Infection,ampicillin
Interstitial Cystitis,phenazopyridine
Interstitial Cystitis,amitriptyline
Interstitial Cystitis,hydroxyzine
Interstitial Cystitis,pentosan polysulfate sodium
Interstitial Cystitis,trospium
Interstitial Cystitis,imipramine
Interstitial Cystitis,dimethyl sulfoxide
Alkylating Agent Cystitis,sodium bicarbonate
Alkylating Agent Cystitis,citric acid AND sodium citrate
Cytokine Release Syndrome,tocilizumab
Cytokine Release Syndrome,tocilizumab
CMV Gastroenteritis,foscarnet
CMV Gastroenteritis,foscarnet
CMV Infection,ganciclovir
CMV Retinitis,ganciclovir
CMV Retinitis,ganciclovir
Narcolepsy,modafinil
Narcolepsy,methylphenidate
Narcolepsy,dextroamphetamine
Narcolepsy,amphetamine AND dextroamphetamine
Narcolepsy,armodafinil
Narcolepsy,amphetamine
Narcolepsy,desvenlafaxine
Narcolepsy,sodium oxybate
Narcolepsy,ephedrine
Narcolepsy,lisdexamfetamine
Narcolepsy,solriamfetol
Breast Cancer,tamoxifen
Breast Cancer,anastrozole
Breast Cancer,letrozole
Breast Cancer,exemestane
Breast Cancer,cyclophosphamide
Breast Cancer,methotrexate
Breast Cancer,doxorubicin
Breast Cancer,paclitaxel
Breast Cancer,trastuzumab
Breast Cancer,capecitabine
Breast Cancer,everolimus
Dermal Ulcer,collagenase
Dermal Ulcer,becaplermin
Dermal Ulcer,cadexomer iodine
Dermal Ulcer,collagenase
Dermal Ulcer,becaplermin
Dermal Ulcer,cadexomer iodine
Deep Vein Thrombosis,enoxaparin
Deep Vein Thrombosis,rivaroxaban
Deep Vein Thrombosis,heparin
Deep Vein Thrombosis,apixaban
Deep Vein Thrombosis,dabigatran
Deep Vein Thrombosis,fondaparinux
Deep Vein Thrombosis,edoxaban
Deep Vein Thrombosis,urokinase
Deep Vein Thrombosis,enoxaparin
Deep Vein Thrombosis,rivaroxaban
Deep Vein Thrombosis,heparin
Deep Vein Thrombosis,apixaban
Deep Vein Thrombosis,dabigatran
Deep Vein Thrombosis,fondaparinux
Deep Vein Thrombosis,edoxaban
Deep Vein Thrombosis,urokinase
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
