disease,drug
Diabetic Kidney Disease ,irbesartan
Diabetic Kidney Disease ,benazepril
Diabetic Kidney Disease ,captopril
Diabetic Kidney Disease ,quinapril
Diabetic Kidney Disease ,perindopril
Diabetic Kidney Disease ,fosinopril
Diabetic Kidney Disease ,moexipril
Diabetic Kidney Disease ,trandolapril
Diabetic Kidney Disease ,canagliflozin
Diabetic Peripheral Neuropathy,gabapentin
Diabetic Peripheral Neuropathy,pregabalin
Diabetic Peripheral Neuropathy,duloxetine
Diabetic Peripheral Neuropathy,tapentadol
Diabetic Peripheral Neuropathy,topiramate
Diabetic Peripheral Neuropathy,capsaicin
Diabetic Peripheral Neuropathy,nortriptyline
Diabetic Peripheral Neuropathy,carbamazepine
Diabetic Peripheral Neuropathy,mexiletine
Dermal Ulcer,collagenase
Dermal Ulcer,becaplermin
Dermal Ulcer,cadexomer iodine
Diabetic Peripheral Neuropathy,gabapentin
Diabetic Peripheral Neuropathy,pregabalin
Diabetic Peripheral Neuropathy,duloxetine
Diabetic Peripheral Neuropathy,tapentadol
Diabetic Peripheral Neuropathy,topiramate
Diabetic Peripheral Neuropathy,capsaicin
Diabetic Peripheral Neuropathy,nortriptyline
Diabetic Peripheral Neuropathy,carbamazepine
Diabetic Peripheral Neuropathy,mexiletine
Diabetic Retinopathy,ranibizumab
Diabetic Retinopathy,aflibercept
Diagnosis and Investigation,mannitol
Diagnosis and Investigation,tuberculin purified protein derivative
Diagnosis and Investigation,metyrapone
Diagnosis and Investigation,tetrofosmin
Diagnosis and Investigation,glucagon
Diagnosis and Investigation,regadenoson
Diagnosis and Investigation,iobenguane I 123
Diagnosis and Investigation,methacholine
Diagnosis and Investigation,sodium iodide-i-131
Diagnostic Bronchograms,acetylcysteine
Diaper Rash,zinc oxide
Diaper Rash,miconazole AND zinc oxide
Diaper Rash,lanolin
Diaper Rash,menthol AND zinc oxide
Diaper Rash,vitamin a & d
Diaper Rash,"vitamins a, d, and e"
Diaper Rash,zinc oxide
Diaper Rash,miconazole AND zinc oxide
Diaper Rash,lanolin
Diaper Rash,menthol AND zinc oxide
Diaper Rash,vitamin a & d
Diaper Rash,"vitamins a, d, and e"
Diaper Rash,zinc oxide
Diaper Rash,miconazole AND zinc oxide
Diaper Rash,lanolin
Diaper Rash,menthol AND zinc oxide
Diaper Rash,vitamin a & d
Diaper Rash,"vitamins a, d, and e"
Diaper Rash,zinc oxide
Diaper Rash,miconazole AND zinc oxide
Diaper Rash,lanolin
Diaper Rash,menthol AND zinc oxide
Diaper Rash,vitamin a & d
Diaper Rash,"vitamins a, d, and e"
Diarrhea,loperamide
Diarrhea,atropine AND diphenoxylate
Diarrhea,bismuth subsalicylate
Diarrhea,codeine
Diarrhea,saccharomyces boulardii lyo
Diarrhea,rifaximin
Diarrhea,neomycin
Diarrhea,octreotide
Diarrhea,opium
Acute Diarrhea,loperamide
Acute Diarrhea,loperamide AND simethicone
Acute Diarrhea,atropine AND difenoxin
Pseudomembranous Colitis,metronidazole
Pseudomembranous Colitis,vancomycin
Chronic Diarrhea,loperamide
Chronic Diarrhea,colesevelam
Chronic Diarrhea,bismuth subsalicylate
Chronic Diarrhea,atropine AND difenoxin
Acute Diarrhea,loperamide
Acute Diarrhea,loperamide AND simethicone
Acute Diarrhea,atropine AND difenoxin
Bleeding Disorder,tranexamic acid
Bleeding Disorder,goserelin
Bleeding Disorder,"dextran, high molecular weight"
Bejel,penicillin g benzathine
Dissociative Identity Disorder,sertraline
Dissociative Identity Disorder,venlafaxine
Dissociative Identity Disorder,fluoxetine
Dissociative Identity Disorder,citalopram
Dientamoeba fragilis,metronidazole
Dientamoeba fragilis,paromomycin
Dientamoeba fragilis,metronidazole
Dientamoeba fragilis,paromomycin
Dietary Fiber Supplementation,psyllium
Dietary Supplementation,multivitamin
Dietary Supplementation,biotin
Dietary Supplementation,omega-3 polyunsaturated fatty acids
Dietary Supplementation,calcium AND vitamin d
Dietary Supplementation,vitamin e
Dietary Supplementation,calcium citrate
Dietary Supplementation,ascorbic acid
Dietary Supplementation,chondroitin AND glucosamine
Dietary Supplementation,bifidobacterium infantis AND lactobacillus acidophilus
Constipation,docusate
Constipation,polyethylene glycol 3350
Constipation,bisacodyl
Constipation,magnesium oxide
Constipation,magnesium citrate
Constipation,psyllium
Constipation,linaclotide
Constipation,magnesium hydroxide
Insomnia,trazodone
Insomnia,zolpidem
Insomnia,temazepam
Insomnia,amitriptyline
Insomnia,lorazepam
Insomnia,clonazepam
Insomnia,mirtazapine
Insomnia,doxepin
Insomnia,quetiapine
Insomnia,eszopiclone
Insomnia,diphenhydramine
Insomnia,gabapentin
Insomnia,flurazepam
Esophageal Spasm,isosorbide mononitrate
Esophageal Spasm,isosorbide dinitrate
Diffuse Idiopathic Skeletal Hyperostosis,ibuprofen
Diffuse Idiopathic Skeletal Hyperostosis,naproxen
Diffuse Large B-Cell Lymphoma,prednisone
Diffuse Large B-Cell Lymphoma,cyclophosphamide
Diffuse Large B-Cell Lymphoma,rituximab
Diffuse Large B-Cell Lymphoma,doxorubicin
Diffuse Large B-Cell Lymphoma,vincristine
Diffuse Large B-Cell Lymphoma,axicabtagene ciloleucel
Diffuse Large B-Cell Lymphoma,hyaluronidase AND rituximab
Diffuse Large B-Cell Lymphoma,tisagenlecleucel
Diffuse Large B-Cell Lymphoma,polatuzumab vedotin
Glomerulonephritis,azathioprine
Glomerulonephritis,penicillin g benzathine
Digital Subtraction Angiography,iohexol
Digitalis Glycoside Toxicity,digoxin immune fab
Digitalis Glycoside Toxicity,digoxin immune fab
Diphtheria,procaine penicillin
Diphtheria,penicillin g potassium
Diphtheria,penicillin g sodium
Diphtheria Prophylaxis,"diphtheria toxoid AND pertussis, acellular AND tetanus toxoid"
Diphtheria Prophylaxis,diphtheria toxoid AND tetanus toxoid
Diphtheria Prophylaxis,"diphtheria toxoid AND haemophilus b conjugate  vaccine AND pertussis, acellular AND poliovirus vaccine, inactivated AND tetanus toxoid"
Diphtheria Prophylaxis,"diphtheria and tetanus toxoids AND pertussis, acellular"
Diphtheria Prophylaxis,"diphtheria toxoid AND pertussis, acellular AND poliovirus vaccine, inactivated AND tetanus toxoid"
Diphtheria Prophylaxis,"diphtheria toxoid AND hepatitis b pediatric vaccine AND pertussis, acellular AND poliovirus vaccine, inactivated AND tetanus toxoid"
Diphtheria Prophylaxis,"diphtheria and tetanus toxoids AND pertussis, acellular AND poliovirus vaccine, inactivated AND haemophilus b conjugate AND hepatitis b vaccine"
Fish Tapeworm Infection ,praziquantel
Fish Tapeworm Infection ,paromomycin
Fish Tapeworm Infection ,praziquantel
Fish Tapeworm Infection ,paromomycin
Dog Tapeworm Infection ,praziquantel
Dog Tapeworm Infection ,paromomycin
Eczema,triamcinolone
Eczema,mometasone
Eczema,hydrocortisone
Eczema,clobetasol
Eczema,desonide
Eczema,prednisone
Eczema,fluocinonide
Eczema,ranitidine
Eczema,desoximetasone
Eczema,methotrexate
Eczema,halobetasol
Eczema,pimecrolimus
Eczema,dexamethasone
Eczema,fluocinolone
Eczema,alclometasone
Eczema,azathioprine
Diffuse Idiopathic Skeletal Hyperostosis,ibuprofen
Diffuse Idiopathic Skeletal Hyperostosis,naproxen
Muscle Pain,ibuprofen
Muscle Pain,naproxen
Muscle Pain,acetaminophen
Muscle Pain,diclofenac
Muscle Pain,nabumetone
Schizophrenia,risperidone
Schizophrenia,clozapine
Schizophrenia,olanzapine
Schizophrenia,quetiapine
Schizophrenia,aripiprazole
Schizophrenia,chlorpromazine
Schizophrenia,paliperidone
Schizophrenia,ziprasidone
Schizophrenia,loxapine
Systemic Lupus Erythematosus,hydroxychloroquine
Systemic Lupus Erythematosus,prednisone
Systemic Lupus Erythematosus,azathioprine
Systemic Lupus Erythematosus,aspirin
Systemic Lupus Erythematosus,mycophenolate mofetil
Systemic Lupus Erythematosus,triamcinolone
Systemic Lupus Erythematosus,belimumab
Systemic Lupus Erythematosus,dexamethasone
Extrapulmonary Tuberculosis,prednisone
Extrapulmonary Tuberculosis,cycloserine
Dissociative Identity Disorder,sertraline
Dissociative Identity Disorder,venlafaxine
Dissociative Identity Disorder,fluoxetine
Dissociative Identity Disorder,citalopram
Diverticulitis,metronidazole
Diverticulitis,ciprofloxacin
Diverticulitis,clindamycin
Diverticulitis,sulfamethoxazole AND trimethoprim
Vertigo,meclizine
Vertigo,promethazine
Osteoarthritis,meloxicam
Osteoarthritis,diclofenac
Osteoarthritis,naproxen
Osteoarthritis,ibuprofen
Osteoarthritis,celecoxib
Osteoarthritis,chondroitin AND glucosamine
Osteoarthritis,diclofenac
Osteoarthritis,etodolac
Osteoarthritis,prednisone
Osteoarthritis,aspirin
Osteoarthritis,nabumetone
Osteoarthritis,duloxetine
Diabetic Ketoacidosis,sodium bicarbonate
Diabetic Ketoacidosis,insulin regular
Diabetic Ketoacidosis,insulin lispro
Diabetic Ketoacidosis,insulin aspart
Diabetic Ketoacidosis,insulin glulisine
Lewy Body Dementia,donepezil
Lewy Body Dementia,rivastigmine
Diffuse Large B-Cell Lymphoma,prednisone
Diffuse Large B-Cell Lymphoma,cyclophosphamide
Diffuse Large B-Cell Lymphoma,rituximab
Diffuse Large B-Cell Lymphoma,doxorubicin
Diffuse Large B-Cell Lymphoma,vincristine
Diffuse Large B-Cell Lymphoma,axicabtagene ciloleucel
Diffuse Large B-Cell Lymphoma,hyaluronidase AND rituximab
Diffuse Large B-Cell Lymphoma,tisagenlecleucel
Diffuse Large B-Cell Lymphoma,polatuzumab vedotin
Diabetic Macular Edema,fluocinolone
Diabetic Macular Edema,dexamethasone
Diabetic Macular Edema,ranibizumab
Diabetic Macular Edema,aflibercept
Dog Tapeworm Infection ,praziquantel
Dog Tapeworm Infection ,paromomycin
Submental Fullness,deoxycholic acid
Diabetic Peripheral Neuropathy,gabapentin
Diabetic Peripheral Neuropathy,pregabalin
Diabetic Peripheral Neuropathy,duloxetine
Diabetic Peripheral Neuropathy,tapentadol
Diabetic Peripheral Neuropathy,topiramate
Diabetic Peripheral Neuropathy,capsaicin
Diabetic Peripheral Neuropathy,nortriptyline
Diabetic Peripheral Neuropathy,carbamazepine
Diabetic Peripheral Neuropathy,mexiletine
Dracunculiasis,metronidazole
Dracunculiasis,mebendazole
Dravet Syndrome,cannabidiol
Dravet Syndrome,stiripentol
Excessive Salivation,glycopyrrolate
Edema,furosemide
Edema,hydrochlorothiazide
Edema,spironolactone
Edema,bumetanide
Edema,metolazone
Edema,torsemide
Edema,hydrochlorothiazide AND triamterene
Edema,hydrochlorothiazide AND spironolactone
Edema,triamterene
Edema,chlorthalidone
Edema,pamabrom
Edema,acetazolamide
Drowsiness ,caffeine
Drowsiness ,modafinil
Drowsiness ,dextroamphetamine
Drowsiness ,armodafinil
Drowsiness ,caffeine
Drowsiness ,modafinil
Drowsiness ,dextroamphetamine
Drowsiness ,armodafinil
Drug Induced VitaminANDMineral Deficiency,pyridoxine
High Blood Pressure ,lisinopril
High Blood Pressure ,amlodipine
High Blood Pressure ,losartan
High Blood Pressure ,hydrochlorothiazide
High Blood Pressure ,metoprolol
High Blood Pressure ,atenolol
High Blood Pressure ,carvedilol
High Blood Pressure ,furosemide
High Blood Pressure ,hydrochlorothiazide AND lisinopril
High Blood Pressure ,clonidine
High Blood Pressure ,enalapril
High Blood Pressure ,valsartan
Autoimmune Hemolytic Anemia,prednisone
Dry Eye Disease ,cyclosporine
Dry Eye Disease ,lifitegrast
Dry Eye Disease ,hydroxypropyl methylcellulose
Dry Eye Disease ,cyclosporine
Dry Eye Disease ,lifitegrast
Dry Eye Disease ,hydroxypropyl methylcellulose
Xerostomia,pilocarpine
Xerostomia,saliva substitutes
Xerostomia,glycerin
Xerostomia,amifostine
Dry Skin ,ammonium lactate
Dry Skin ,urea
Dry Skin ,emollients
Alcohol Withdrawal,gabapentin
Alcohol Withdrawal,baclofen
Alcohol Withdrawal,chlordiazepoxide
Alcohol Withdrawal,diazepam
Alcohol Withdrawal,clonidine
Alcohol Withdrawal,atenolol
Alcohol Withdrawal,oxazepam
Alcohol Withdrawal,clorazepate
Abnormal Uterine Bleeding,medroxyprogesterone
Abnormal Uterine Bleeding,norethindrone
Abnormal Uterine Bleeding,megestrol
Abnormal Uterine Bleeding,levonorgestrel
Abnormal Uterine Bleeding,ethinyl estradiol AND levonorgestrel
Abnormal Uterine Bleeding,ethinyl estradiol AND norgestimate
Abnormal Uterine Bleeding,ethinyl estradiol AND norethindrone
Abnormal Uterine Bleeding,desogestrel AND ethinyl estradiol
Hyperbilirubinemia,phenobarbital
Duchenne Muscular Dystrophy,deflazacort
Duchenne Muscular Dystrophy,eteplirsen
Duchenne Muscular Dystrophy,golodirsen
Breast Cancer,tamoxifen
Breast Cancer,anastrozole
Breast Cancer,letrozole
Breast Cancer,exemestane
Breast Cancer,cyclophosphamide
Breast Cancer,methotrexate
Breast Cancer,doxorubicin
Breast Cancer,paclitaxel
Breast Cancer,trastuzumab
Breast Cancer,capecitabine
Breast Cancer,everolimus
Dermatitis Herpetiformis,dapsone
Dermatitis Herpetiformis,prednisone
Dermatitis Herpetiformis,dexamethasone
Dumping Syndrome,pantoprazole
Dumping Syndrome,cholestyramine
Dumping Syndrome,acarbose
Dumping Syndrome,methscopolamine
Dumping Syndrome,octreotide
Duodenal Ulcer,omeprazole
Duodenal Ulcer,ranitidine
Duodenal Ulcer,sucralfate
Duodenal Ulcer,pantoprazole
Duodenal Ulcer,rabeprazole
Duodenal Ulcer,famotidine
Duodenal Ulcer,lansoprazole
Duodenal Ulcer,atropine AND hyoscyamine AND phenobarbital AND scopolamine
Duodenal Ulcer,calcium carbonate
Duodenal Ulcer Prophylaxis,ranitidine
Duodenal Ulcer Prophylaxis,sucralfate
Duodenal Ulcer Prophylaxis,esomeprazole
Duodenal Ulcer Prophylaxis,famotidine
Duodenal Ulcer Prophylaxis,lansoprazole
Duodenal Ulcer Prophylaxis,rabeprazole
Duodenal Ulcer Prophylaxis,cimetidine
GastritisANDDuodenitis,omeprazole
GastritisANDDuodenitis,pantoprazole
GastritisANDDuodenitis,lansoprazole
GastritisANDDuodenitis,esomeprazole
Dupuytren's contracture,collagenase clostridium histolyticum
Dupuytren's contracture,collagenase clostridium histolyticum
Allergies,hydroxyzine
Allergies,levocetirizine
Allergies,loratadine
Allergies,doxylamine
Allergies,corticotropin
Allergies,triprolidine
Allergies,dexbrompheniramine
Allergies,chlorpheniramine AND ibuprofen AND phenylephrine
Allergies,dexbrompheniramine AND phenylephrine
Deep Vein Thrombosis,enoxaparin
Deep Vein Thrombosis,rivaroxaban
Deep Vein Thrombosis,heparin
Deep Vein Thrombosis,apixaban
Deep Vein Thrombosis,dabigatran
Deep Vein Thrombosis,fondaparinux
Deep Vein Thrombosis,edoxaban
Deep Vein Thrombosis,urokinase
Dwarf Tapeworm Infection ,nitazoxanide
Dwarf Tapeworm Infection ,praziquantel
Dwarf Tapeworm Infection ,paromomycin
Dysautonomia,midodrine
Dysautonomia,fludrocortisone
Dysautonomia,pyridostigmine
Dysautonomia,lorazepam
Dysautonomia,alprazolam
Dysautonomia,amitriptyline
Dysautonomia,sertraline
Dysautonomia,naproxen
Dysautonomia,ibuprofen
Dysautonomia,fluoxetine
Dysautonomia,nortriptyline
Dysautonomia,paroxetine
Infectious Diarrhea,ciprofloxacin
Abnormal Uterine Bleeding,medroxyprogesterone
Abnormal Uterine Bleeding,norethindrone
Abnormal Uterine Bleeding,megestrol
Abnormal Uterine Bleeding,levonorgestrel
Abnormal Uterine Bleeding,ethinyl estradiol AND levonorgestrel
Abnormal Uterine Bleeding,ethinyl estradiol AND norgestimate
Abnormal Uterine Bleeding,ethinyl estradiol AND norethindrone
Abnormal Uterine Bleeding,desogestrel AND ethinyl estradiol
Dyslipidemia,pitavastatin
Dyslipidemia,fluvastatin
Period Pain ,ibuprofen
Period Pain ,naproxen
Period Pain ,mefenamic acid
Period Pain ,diclofenac
Period Pain ,ketoprofen
Period Pain ,celecoxib
Dyspareunia,ospemifene
Dyspareunia,dehydroepiandrosterone
Dyspareunia,estradiol
Indigestion,omeprazole
Indigestion,ranitidine
Indigestion,famotidine
Indigestion,bismuth subsalicylate
Indigestion,aluminum hydroxide AND magnesium hydroxide AND simethicone
Indigestion,calcium carbonate
Indigestion,magnesium hydroxide
Cardiac Arrhythmia,isoproterenol
Insomnia,trazodone
Insomnia,zolpidem
Insomnia,temazepam
Insomnia,amitriptyline
Insomnia,lorazepam
Insomnia,clonazepam
Insomnia,mirtazapine
Insomnia,doxepin
Insomnia,quetiapine
Insomnia,eszopiclone
Insomnia,diphenhydramine
Insomnia,gabapentin
Insomnia,flurazepam
Persistent Depressive Disorder,bupropion
Persistent Depressive Disorder,sertraline
Persistent Depressive Disorder,duloxetine
Persistent Depressive Disorder,citalopram
Persistent Depressive Disorder,amitriptyline
Persistent Depressive Disorder,fluoxetine
Persistent Depressive Disorder,paroxetine
Persistent Depressive Disorder,fluvoxamine
Persistent Depressive Disorder,bupropion
Persistent Depressive Disorder,sertraline
Persistent Depressive Disorder,duloxetine
Persistent Depressive Disorder,citalopram
Persistent Depressive Disorder,amitriptyline
Persistent Depressive Disorder,fluoxetine
Persistent Depressive Disorder,paroxetine
Persistent Depressive Disorder,fluvoxamine
Dystonia,baclofen
Dystonia,carbamazepine
Dystonia,onabotulinumtoxinA
Dysuria,phenazopyridine
Dysuria,oxybutynin
Dysuria,flavoxate
Traveler's Diarrhea,ciprofloxacin
Traveler's Diarrhea,loperamide
Traveler's Diarrhea,rifaximin
Traveler's Diarrhea,sulfamethoxazole AND trimethoprim
Traveler's Diarrhea,bismuth subsalicylate
Traveler's Diarrhea,ofloxacin
Traveler's Diarrhea,ciprofloxacin
Traveler's Diarrhea,loperamide
Traveler's Diarrhea,rifaximin
Traveler's Diarrhea,sulfamethoxazole AND trimethoprim
Traveler's Diarrhea,bismuth subsalicylate
Traveler's Diarrhea,ofloxacin
Otitis Media,amoxicillin
Otitis Media,cefdinir
Otitis Media,amoxicillin AND clavulanate
Otitis Media,azithromycin
Otitis Media,cephalexin
Otitis Media,ofloxacin
Otitis Media,clarithromycin
Otitis Media,sulfamethoxazole AND trimethoprim
Otitis Media,cefuroxime
Otitis Media,hydrocortisone AND neomycin AND polymyxin b
Otitis Media,levofloxacin
Otitis Media,ciprofloxacin AND dexamethasone
Otitis Media,erythromycin
Acute Otitis Externa,ofloxacin
Acute Otitis Externa,ciprofloxacin
Acute Otitis Externa,ciprofloxacin AND hydrocortisone
Acute Otitis Externa,dexamethasone
Acute Otitis Externa,colistin sulfate AND hydrocortisone AND neomycin AND thonzonium bromide
Chronic Otitis Media,colistin sulfate AND hydrocortisone AND neomycin AND thonzonium bromide
Otitis Externa,hydrocortisone AND neomycin AND polymyxin b
Otitis Externa,ciprofloxacin AND dexamethasone
Otitis Externa,acetic acid
Otitis Externa,acetic acid AND hydrocortisone
Otitis Externa,ceftazidime
Otitis Externa,acetic acid AND aluminum acetate
Otitis Externa,colistin sulfate AND hydrocortisone AND neomycin AND thonzonium bromide
Otitis Media,amoxicillin
Otitis Media,cefdinir
Otitis Media,amoxicillin AND clavulanate
Otitis Media,azithromycin
Otitis Media,cephalexin
Otitis Media,ofloxacin
Otitis Media,clarithromycin
Otitis Media,sulfamethoxazole AND trimethoprim
Otitis Media,cefuroxime
Otitis Media,hydrocortisone AND neomycin AND polymyxin b
Otitis Media,levofloxacin
Otitis Media,ciprofloxacin AND dexamethasone
Otitis Media,erythromycin
Otitis Externa,hydrocortisone AND neomycin AND polymyxin b
Otitis Externa,ciprofloxacin AND dexamethasone
Otitis Externa,acetic acid
Otitis Externa,acetic acid AND hydrocortisone
Otitis Externa,ceftazidime
Otitis Externa,acetic acid AND aluminum acetate
Otitis Externa,colistin sulfate AND hydrocortisone AND neomycin AND thonzonium bromide
Ear Wax Impaction,carbamide peroxide
Anorexia Nervosa,olanzapine
Anorexia Nervosa,cyproheptadine
Lambert-Eaton Myasthenic Syndrome,amifampridine
Ebola Zaire Disease Prophylaxis,"ebola zaire vaccine, live"
Mononucleosis,acyclovir
Echinococcus,mebendazole
Echinococcus,praziquantel
Echinococcus,albendazole
Echocardiography,perflutren
Echocardiography,perflutren
Emergency Contraception ,levonorgestrel
Emergency Contraception ,ethinyl estradiol AND levonorgestrel
Emergency Contraception ,ulipristal
Emergency Contraception ,ethinyl estradiol AND norgestrel
Emergency Contraception ,levonorgestrel
